file	line	procedure_called	violation_kind	proposed_disposition	reason
eml-correlate.praat	384	emlPearsonCorrelation	used-before-check	FIX	emlPearsonCorrelation/eml_pearsonCore/emlSpearmanCorrelation all reset their numeric outputs to undefined before any guard (documented explicitly stats/eml-inferential.praat:808-814), but the caller at this site has no downstream display gate for it -- unlike the drift-bug site above, no .error$ read exists anywhere in scope.
eml-draw-procedures.praat	2927	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	3061	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	3918	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	4918	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	5581	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	5971	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	6484	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	6491	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	6882	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-draw-procedures.praat	6888	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-extract.praat	140	emlAuditColumn	unchecked	SAFE	emlAuditColumn is called only inside the branch already gated on .colExists=1 a few lines above (verified stats/eml-extract.praat:107-118); the one failure mode emlAuditColumn has (column not found) is provably unreachable at this call.
eml-extract.praat	3660	eml_fpCompose	used-before-check	SAFE	eml_fpCompose's caller (emlDataFingerprint etc.) is a pure wrapper: every field, including .error$, is copied into the wrapper's own identically-named field last (verified stats/eml-extract.praat:3660-3668), and it is the WRAPPER's own .error$ a real caller reads, never eml_fpCompose's directly. Nothing at these 3 sites computes or displays a value from eml_fpCompose's fields; it is pure relay.
eml-extract.praat	3701	eml_fpCompose	used-before-check	SAFE	eml_fpCompose's caller (emlDataFingerprint etc.) is a pure wrapper: every field, including .error$, is copied into the wrapper's own identically-named field last (verified stats/eml-extract.praat:3660-3668), and it is the WRAPPER's own .error$ a real caller reads, never eml_fpCompose's directly. Nothing at these 3 sites computes or displays a value from eml_fpCompose's fields; it is pure relay.
eml-extract.praat	3745	eml_fpCompose	used-before-check	SAFE	eml_fpCompose's caller (emlDataFingerprint etc.) is a pure wrapper: every field, including .error$, is copied into the wrapper's own identically-named field last (verified stats/eml-extract.praat:3660-3668), and it is the WRAPPER's own .error$ a real caller reads, never eml_fpCompose's directly. Nothing at these 3 sites computes or displays a value from eml_fpCompose's fields; it is pure relay.
eml-graph-procedures.praat	7102	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-graph-procedures.praat	7550	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-graphs-form.praat	5983	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-inferential.praat	885	eml_pearsonCore	used-before-check	FIX	emlPearsonCorrelation/eml_pearsonCore/emlSpearmanCorrelation all reset their numeric outputs to undefined before any guard (documented explicitly stats/eml-inferential.praat:808-814), but the caller at this site has no downstream display gate for it -- unlike the drift-bug site above, no .error$ read exists anywhere in scope.
eml-inferential.praat	1049	emlSpearmanCorrelation	used-before-check	FIX	emlPearsonCorrelation/eml_pearsonCore/emlSpearmanCorrelation all reset their numeric outputs to undefined before any guard (documented explicitly stats/eml-inferential.praat:808-814), but the caller at this site has no downstream display gate for it -- unlike the drift-bug site above, no .error$ read exists anywhere in scope.
eml-inferential.praat	1568	emlSpearmanCorrelation	used-before-check	FIX	emlPearsonCorrelation/eml_pearsonCore/emlSpearmanCorrelation all reset their numeric outputs to undefined before any guard (documented explicitly stats/eml-inferential.praat:808-814), but the caller at this site has no downstream display gate for it -- unlike the drift-bug site above, no .error$ read exists anywhere in scope.
eml-inferential.praat	1618	emlSpearmanExactP	unchecked	FIX	"A genuine emlSpearmanExactP failure leaves .method$="""", which the exhaustive dispatch turns into 'Internal: unrecognised Spearman method label from @emlSpearmanExactP: ' rather than the true reason ('Need at least 2 pairs'); traced in full (stats/eml-inferential.praat:1463-1469, 1618-1646). The analysis does still refuse -- no silent wrong number reaches output -- so this is a message-quality defect, not silent corruption, but no .error$ read means the true reason is thrown away. Low severity (this branch needs ties absent AND an earlier eligibility gate already passed) but still real: FIX, not SAFE, because 'very unlikely to be reachable' was not proven unreachable."
eml-inferential.praat	4312	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	4636	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	5544	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	5775	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	5879	emlBonferroni	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	5882	emlHolm	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	5885	emlBenjaminiHochberg	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6115	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	6192	emlBonferroni	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6195	emlHolm	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6198	emlBenjaminiHochberg	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6370	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	6415	emlBonferroni	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6418	emlHolm	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6421	emlBenjaminiHochberg	unchecked	SAFE	emlBonferroni/emlHolm/emlBenjaminiHochberg (stats/eml-inferential.praat:3819,3888,3987) have exactly two failure paths: nInput=0 (structurally unreachable here -- every one of these 15 call sites is reached only after the caller has already built at least one pairwise p-value entry) or all-p-undefined, for which the producer itself fills .adjusted# with undefined at every index (verified eml-inferential.praat:3833-3836) -- identical to what a caller checking .error$ first would have produced by hand. Reading .error$ here is redundant, not omitted.
eml-inferential.praat	6569	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	6852	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	7093	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-inferential.praat	7382	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
stats/eml-lmm.praat	1487	emlBOBYQA	used-before-check	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3261	emlBOBYQA	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3365	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3381	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3414	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3430	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3487	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
